,text
4710,@SouthwestAir I would appreciate that.  Thank you.
4711,"@SouthwestAir I never got an email confirmation for my ticket, but the credit card was charged.  Phone wait time is crazy. Is there a chat?"
4712,"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail"
4713,@SouthwestAir Can my wife's RR points be transferred to my RR account?
4714,@SouthwestAir my friends from Boston stuck in Denver. Her name Jane. @RnCahill  Please contact her.
4715,"@SouthwestAir I did, but no one can find the bag and we need everything in it in the next two hours."
4716,@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2
4717,@SouthwestAir Glad to know I'll be flying the luv airline tomorrow ;)
4718,@SouthwestAir yes we did file a report and were treated rather rudely at midway baggage claim. Now we wait 2 days to get our luggage.
4719,@SouthwestAir I would still have my companion pass if your ridiculous airline hadn't stopped partnering with Hilton Hotels - GENIUS!!!
4720,@SouthwestAir Just got companion pass and trying to add companion flgt but get purchase.error.INVALID_LOYALTY_MEMBER_ACCOUNT_STATUS. Help!
4721,@SouthwestAir I did. Still haven't heard a thing.
4722,@SouthwestAir thank you for great customer service. Trying to make it to San Antonio and your staff and alerts have been helpful. Boo ice!
4723,"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!"
4724,@SouthwestAir I hope this isn't a real life scene out of the movie 'Flight' .....
4725,@SouthwestAir : thanks.are flights operating now or Cancelled Flightled?
4726,@SouthwestAir we checked in right at 24hr mark. Boarding C group with kids ages 6&amp;8 dnt want to be split. What sld we do?
4727,@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040
4728,"@SouthwestAir @matthewebel And this is why I love flying Southwest. Excellent service, and you don't take yourselves too seriously!"
4729,@SouthwestAir @coachGS what's even better is the price changed in the 2 minutes since I talked to the lady and they still honored the cheap1
4730,@SouthwestAir : Hello..are flights taking off from @DallasLoveField airport this noon. Am supposed to travel on flight 376 to San antonio
4731,@SouthwestAir We invite to Fallow @HelacoHLC learn about our activities.Prevention Programs of Health by Condom-Rito Family.We R 501(C)(3)
4732,"@SouthwestAir unveils 4 new #flights, including 2 from #Ohio http://t.co/grkBj7bxlk"
4733,@SouthwestAir to start daily #B737-700 flights from #Washington Reagan to #FtLauderdale on 8AUG #avgeek
4734,@SouthwestAir to end its daily #B737-700 flights from #Washington Reagan to #FtMyers on 8AUG #avgeek
4735,@SouthwestAir to start 2xdaily #B737-700 flights from #OrangeCounty to #Portland OR on 8AUG #avgeek
4736,@SouthwestAir to start daily #B737-700 flights from #Columbus OH to #Oakland on 8AUG #avgeek
4737,@SouthwestAir to start 2xdaily #B737-700 flights from #Columbus OH to #Boston @BostonLogan on 8AUG #avgeek
4738,"@SouthwestAir Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|"
4739,"@SouthwestAir @ClinicPolly 
Thank you-- I may have already responded but was 8UXZJ2"
4740,@SouthwestAir I've had TERRIBLE service in three airports in 10 hours. Glad they don't care we kind of need to be home. #SellMyPointsSoon
4741,@SouthwestAir Thanks! Confirmation number just DMed. Appreciate any help!
4742,@SouthwestAir on hold for 15+ min...no estimated answer time. Any help here?
4743,@SouthwestAir I'm going to start charging you for the consistent body pat downs. Starting to feel like a piece of meat. #punishedforflying
4744,@SouthwestAir What's up with the wait times on your customer service line? Tried 2X on Fri. and now I've been on for over 15 min.
4745,@SouthwestAir Can you equip a 737 with flamethrowers and a snow plow?
4746,"@SouthwestAir unveils 4 new routes, including  2 from #Ohio http://t.co/4uRzvBPJKO via @usatoday"
4747,@SouthwestAir flight 1028 no delayed 1.5 hours.  Another week another delayed flight
4748,@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.
4749,@SouthwestAir didn't realize no clothes until at hotel - suggestions?
4750,@SouthwestAir may want to direct that to the people at @FurryFiesta tok
4751,@SouthwestAir bag in possession but no clothes in bag??
4752,"@SouthwestAir, you're really going to let @delta and @virginamerica get the best of you? http://t.co/vUdWJm1lYB"
4753,"@SouthwestAir Please get back with my about my airtran credit Q4VNMB, I call and I'm being told that I will, but I never get email/call back"
4754,@SouthwestAir is there a link to a site that displays any delays or Cancelled Flightations of flights to and from @DallasLoveField?
4755,@SouthwestAir pleaseeee resume direct flights from FLL to PHL. I don't want to fly with anyone else 😩😫😢
4756,@SouthwestAir what to do when you show up to your destination with no clothes in your suitcase? #nakedmeetings #awkward
4757,@SouthwestAir Are there discounts every tuesday cause Im leaving fron Birmingham Airport to San fran Next week in march sometime
4758,@southwestair does anyone realize that banning peanuts on a flight due to an allergic person ignores p-nut oil &amp; dust from previous flights?
4759,@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable
4760,"@SouthwestAir @nelsjeff, 3.5 hrs. Late Flightr (no human interaction), ended up $'ing a completely new flight - so last flight out didn't sell out."
4761,@SouthwestAir loses baggage a day ago and still has no idea or interest in finding it? ALL items for new job in that bag! Unacceptable.
4762,"@SouthwestAir 
How do I get a companion pass??? Thanks,  Lin S"
4763,@SouthwestAir  Just sent DM. Thanks for your attentiveness to this matter.
4764,@SouthwestAir how about fixing the wifi!  3rd flight where it's not working. 800 series plane so not like it's an old plane.
4765,"@SouthwestAir #1687 MDW-SAN. Like most flights, if I'm watching free TV it works but won't hardly access any websites - including your own."
4766,"@SouthwestAir kids on a mission trip from Lasalle stranded in orlando area,  they can't get back to Bos or PVD till WEDNESDAY?"
4767,@SouthwestAir Pls Help Baby Hannah get the life saving surgeries she requires.She needs your help.Pls Donate/RT http://t.co/v4ZVUGMkJw
4768,@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
4769,"@SouthwestAir RT @kkwhb: Paid for early bird boarding and got B46.  I said to lady, ""well, that system is about dead."" She didn't understand"
4770,@SouthwestAir All flights are booked . They are saying I have to wait until tomorrow.
4771,@SouthwestAir arrangements to reimburse me for the rental I had to get?
4772,@SouthwestAir Me on one of your planes!!! Thanks for taking me Arizona 184! http://t.co/Finq5Fh6ue
4773,@SouthwestAir Gate agent gave me wrong departure info and caused me to miss my flight and now I am on stand by! #NotHappy
4774,@SouthwestAir   Thanks
4775,"@SouthwestAir my bag was lost, and according to the rep they don't even know where it is, Please help."
4776,@SouthwestAir have sent you a DM with the details. Thanks!
4777,@SouthwestAir thank you for the confirmation. Maybe people on my flight have directional dislexia.
4778,"@SouthwestAir got an email confirmation of wifi purchase on a recent flight. Trouble is, I've never flown with you. Ever. #concerned #scam?"
4779,@SouthwestAir - really?  All other carriers are staffed and you've got a triple looped one and no employees in sight in OKC
4780,@SouthwestAir Flight 3744 (N284WN) departs @FlyTPA enroute to @PHXSkyHarbor http://t.co/Bd5tvr3Gcy
4781,"@SouthwestAir thank you for Cancelled Flighting my flight, last minute of course, to #GIS2015. I'm now missing one full day of my trip thanks to this!"
4782,@SouthwestAir   Are flights going into Dallas this morning?   Thanks
4783,@SouthwestAir you got me home over an hour and a half Late Flight but at least my baggage was delivered soaking wet
4784,@SouthwestAir had to be stuck in the middle seat :( http://t.co/dzeGAPfqw1
4785,"@SouthwestAir #DestinationDragons @Imaginedragons Scavenger Hunt Vegas, BE READY!!! http://t.co/vHgkiTzSaw"
4786,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
4787,@SouthwestAir yes I was everything worked out great
4788,@SouthwestAir show me some love and a companion flight~please and thank you!
4789,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail"
4790,@SouthwestAir loved it!
4791,@SouthwestAir needs to train their employees to be at lease somewhat empathetic when THEY lose our luggage.  Monika at MWA needs a PR lesson
4792,"@SouthwestAir I am in, let's do this!"
4793,@SouthwestAir You completely let me down tonight. Your gate agents' ambivalence is just too much. How sad for you (&amp; me.)
4794,@SouthwestAir you're my early frontrunner for best airline! #oscars2016
4795,"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy"
4796,@SouthwestAir flight Cancelled Flightled. new flight 7 hours Late Flightr. will sleep in airport tonight. and cant even give me an A Boarding Group seat. thx
4797,"@SouthwestAir Just reading your boarding policy, we're a group of 8 travellers with kids ranging from 3-10, is it possible to sit together?"
4798,"@SouthwestAir you're right, I do. I've been traveling all day and you guys dropped the ball. Making for a long night."
4799,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking
4800,@SouthwestAir broke the stroller my wife and baby gate checked. They told her it's not their problem. Calling the A List Preferred line now.
4801,@SouthwestAir is this a joke? My return flight is delayed too! 3 in a row! New record from you guys 💔😪
4802,@SouthwestAir nbd I was able to figure out a workaround. Just wanted to help. Got my bags less than 24 hours Late Flightr. Muchas grassy ass.
4803,@SouthwestAir luggage delivery between 1-4am? Really? After I was told by midnight multiple times? Why lie? Crazy and bad business.
4804,.@SouthwestAir Thx for the follow up. Just sent DM
4805,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted
